GEOID,county,population,white,black,hisp,ai,deaths.male,pop.at.risk.male,pop.at.risk.male.se,deaths.female,pop.at.risk.female,pop.at.risk.female.se,ICE,ICE.se,income,income.se,college,college.se,insurance,insurance.se,rate.male,rate.female
28139,"Tippah County, Mississippi",21990,77.16234652114598,16.730331969076854,4.6521145975443385,0.031832651205093224,138,6743,62.8589691293136,70,7179,82.52272414311105,-0.19466366027809096,0.02898008788526396,39839,2064.437689969605,15.5,1.398176291793313,88.2,1.1550151975683889,0.020465668100252115,0.009750661652040674
28151,"Washington County, Mississippi",47086,25.317504141358366,71.98105594019454,1.5482308966571805,0.1189313171643376,328,14767,59.25580140374443,191,17919,100.93314619093175,-0.28241980436089403,0.012520126287959288,30834,776.8996960486322,18.8,0.8510638297872339,81.8,0.8510638297872339,0.02221168822374213,0.0106590769574195
29001,"Adair County, Missouri",25325,90.34550839091807,3.435340572556762,1.3307008884501481,0.20533070088845015,112,6516,180.9005251512554,46,6836,166.26033802443686,-0.21528434773467886,0.02200364628705649,40046,1480.243161094225,30,1.762917933130699,91.5,0.9118541033434651,0.017188459177409455,0.006729081334113517
29009,"Barry County, Missouri",35493,86.11838954159975,0.15496013298396866,9.190544614431015,0.6677373003127377,202,12948,249.2388412747901,113,13177,284.7279403219853,-0.15577927484671864,0.015122325951408588,41463,1161.7021276595744,14.5,1.033434650455927,84.5,1.21580547112462,0.015600864998455359,0.008575548303862791
29021,"Buchanan County, Missouri",89076,83.43212537608335,5.439175535497777,6.488840989716646,0.22003682248866135,419,28700,257.51698973077487,250,29094,278.9892471046152,-0.09586623594161282,0.01000963986466127,50457,1152.5835866261398,20.7,0.60790273556231,89.9,0.6686930091185411,0.014599303135888501,0.008592837011067575
29033,"Carroll County, Missouri",8843,94.80945380526971,1.7188736854008821,1.5605563722718534,0.23747596969354293,41,3071,101.39033484509261,31,3094,90.14571537239027,-0.13879504504504506,0.028059884574856055,42149,3158.6626139817627,17,1.6413373860182372,89.1,1.580547112462006,0.013350700097688049,0.01001939237233355
29043,"Christian County, Missouri",84275,93.50815781667161,0.6739839810145357,2.8668051023435184,0.3571640462770691,237,24910,281.3072164022815,159,27572,249.5170334866941,0.0019616040132488665,0.010091089909303309,57019,1232.8267477203647,28.2,1.094224924012158,91.1,0.6686930091185411,0.00951425130469691,0.005766719860728275
29053,"Cooper County, Missouri",17622,88.03200544773578,6.3443422993984795,1.912382249460901,0.2610373396890251,87,5884,89.79838528615089,46,5997,98.4822318999727,-0.07545115121344119,0.01597326529118901,48750,1628.5714285714284,21.4,1.21580547112462,90.7,1.094224924012158,0.01478585995921142,0.00767050191762548
29065,"Dent County, Missouri",15504,94.54979360165119,0.574045407636739,1.6640866873065014,0.6256449948400413,81,5846,85.95056718835542,57,5766,110.14195385955345,-0.2153968253968254,0.022487536792629267,39916,1946.5045592705167,14.6,1.21580547112462,83.7,1.519756838905775,0.013855627779678413,0.009885535900104058
29075,"Gentry County, Missouri",6665,96.14403600900225,0.6901725431357839,1.485371342835709,0.3150787696924231,33,2274,162.47307469239328,20,2286,23.874672772626646,-0.1653210303729335,0.019845603350899476,42689,3080.851063829787,18,1.458966565349544,89.1,1.519756838905775,0.014511873350923483,0.008748906386701663
29085,"Hickory County, Missouri",9368,95.05764304013664,0.09607173356105893,1.611870196413322,1.6545687446626816,58,3775,16.469669092000604,39,4171,87.81372330108775,-0.25796019900497513,0.02206144310214029,36190,1155.015197568389,10,1.1550151975683889,83.1,3.03951367781155,0.015364238410596026,0.009350275713258211
37001,"Alamance County, North Carolina",160576,64.58810781187724,19.03709147070546,12.395999402152253,0.2547080510163412,644,48702,187.60996775224925,454,54440,103.51932186794889,-0.08799700276307779,0.008113348079932118,45735,798.7841945288753,24,0.60790273556231,88.1,0.48632218844984804,0.013223276251488645,0.008339456282145481
37005,"Alleghany County, North Carolina",10973,87.01357878428871,2.3238859017588624,9.6053950606033,0.3371912877061879,55,4408,112.4333135685327,39,4592,101.21758740456127,-0.20080067425200168,0.024971805787284283,37558,1906.9908814589664,16.7,1.519756838905775,88.8,1.2765957446808511,0.01247731397459165,0.008493031358885017
37017,"Bladen County, North Carolina",33778,54.66871928474155,34.48398365800225,7.469358754218722,2.4039315530818874,213,12355,155.5313473226539,146,13832,127.90621564255586,-0.2629581901489118,0.01771853027617427,32378,1295.4407294832827,15.1,1.21580547112462,86,1.094224924012158,0.017239983812221773,0.010555234239444766
37021,"Buncombe County, North Carolina",254474,83.6128641825884,6.187272570085746,6.495359054363117,0.37803469116687755,992,82166,187.8663088475419,601,96542,248.55834325163983,-0.038686001886211054,0.006823949595375104,50668,565.9574468085107,39.2,0.547112462006079,89.8,0.364741641337386,0.012073120268724289,0.0062252698307472395
37027,"Caldwell County, North Carolina",81779,87.56771298255053,4.792183812470194,5.276415705743529,0.38763007618092665,404,29259,190.6272540850337,275,30267,186.92244381026055,-0.1605510216604283,0.011916076740481417,42072,923.4042553191489,15.3,0.790273556231003,87.4,0.60790273556231,0.013807717283570867,0.00908580301979053
37055,"Dare County, North Carolina",35741,87.5577068352872,1.8773957080104082,7.182227693685124,0.2210346660697798,177,14976,142.0387271134179,84,16434,314.44395367060247,0.041771905964639595,0.015797119396734786,58012,1621.884498480243,33,1.2765957446808511,85.1,1.3373860182370823,0.011818910256410256,0.00511135450894487
37057,"Davidson County, North Carolina",164664,80.49604042170724,9.014113588884031,6.993635524461935,0.2927172909682748,773,56551,390.09614199579056,497,58535,273.37474279823294,-0.08353316735653954,0.008369892009078584,47271,830.3951367781154,18.5,0.547112462006079,88.6,0.48632218844984804,0.013669077469894432,0.008490646621679337
37067,"Forsyth County, North Carolina",371573,57.01275388685399,25.646104533967755,12.625513694482645,0.24409739136051328,1277,110788,151.23243699682948,922,128595,8.062257748298551,-0.052970651395848244,0.005306165116314673,50128,645.5927051671732,33.8,0.42553191489361697,89,0.303951367781155,0.011526519117593963,0.007169796648392239
37081,"Guilford County, North Carolina",523582,50.87703549778258,33.49102910336872,7.7970594863841765,0.3804561654143955,1750,152109,148.40400937980078,1183,171040,61.85668920981789,-0.03129763085073324,0.004260900698610844,51072,456.53495440729483,35.3,0.364741641337386,89.9,0.24316109422492402,0.011504907664898197,0.006916510757717493
37091,"Hertford County, North Carolina",24153,33.44512068894133,58.60141597317104,3.7138243696435227,1.0557694696311017,137,8652,52.57138004656146,77,9708,66.06814663663573,-0.23047533430722553,0.018147402078843754,37005,2216.413373860182,14.6,0.790273556231003,87.7,1.094224924012158,0.015834489135460008,0.007931602801812938
37103,"Jones County, North Carolina",9695,62.31046931407942,31.077875193398658,4.589994842702424,0.36101083032490977,54,3958,19.170289512680814,26,4339,108.67957489795403,-0.24969784868262027,0.027704415964418746,36892,4454.103343465045,13.1,0.9726443768996961,84.5,1.2765957446808511,0.013643254168772108,0.005992164093109011
37117,"Martin County, North Carolina",23054,52.06471761950204,41.91029756224516,3.882189641710766,0.48147826841329056,139,8856,58.35237784358064,90,9903,39.3064880140671,-0.18234610917537747,0.021381579329405064,39205,1921.580547112462,16.8,1.3373860182370823,89.6,1.094224924012158,0.01569557362240289,0.009088155104513784
37127,"Nash County, North Carolina",94003,50.377115623969445,39.05513653819559,6.8168037190302435,0.6106188100379775,457,31391,245.79208693527954,327,35223,230.4723410737176,-0.08346949891067539,0.01308156913392857,48362,1204.2553191489362,20.9,0.790273556231003,89.9,0.547112462006079,0.014558312892230257,0.00928370666893791
37141,"Pender County, North Carolina",59020,74.78481870552355,14.881396136902746,6.894273127753304,0.21687563537783802,252,21188,294.2554162628107,152,22210,237.29991571848484,-0.04190021133878526,0.014324246708178993,52989,1380.547112462006,26.4,1.033434650455927,88.7,0.790273556231003,0.011893524636586748,0.006843764070238631
37151,"Randolph County, North Carolina",142958,79.35617454077422,5.942304732858601,11.240364302802222,0.28329999020691393,644,48182,187.4399903969268,449,49575,141.40809736362343,-0.10831355614639282,0.009293176523153437,45006,851.063829787234,15.8,0.48632218844984804,86.4,0.60790273556231,0.01336598729816114,0.009056984367120524
37165,"Scotland County, North Carolina",35262,43.60501389597867,38.92859168510011,2.9209914355396744,11.346491974363337,233,11214,117.478721477551,147,12304,113.69916446482797,-0.2721726530923511,0.014565703641848973,35617,1339.2097264437689,15.5,0.8510638297872339,88.4,0.8510638297872339,0.020777599429284824,0.011947334200260078
37167,"Stanly County, North Carolina",61114,80.84726903819092,11.046568707661093,4.100533429328795,0.26180580554373795,295,20481,81.1326075015465,157,21139,208.08351688685005,-0.07762364548636,0.011667910347916758,49590,1104.5592705167173,15.8,0.729483282674772,89.5,0.6686930091185411,0.014403593574532494,0.007427030606935049
39055,"Geauga County, Ohio",93961,95.64180883558072,1.2228477772692925,1.44847330275327,0.14474090314066473,249,36772,207.51505969447135,149,36784,179.57588925019974,0.20130367011477965,0.01065684161397914,79956,1776.8996960486322,38.1,0.790273556231003,91.2,0.48632218844984804,0.006771456543021865,0.004050674206176598
39063,"Hancock County, Ohio",75690,89.31166600607742,1.4387633769322234,5.289998678821509,0.019817677368212445,272,25428,313.65984760565067,191,26245,202.00556923015762,0.007307053031015774,0.01124024344418426,55644,1204.2553191489362,26.7,0.8510638297872339,95.2,0.42553191489361697,0.010696869592575113,0.007277576681272623
39065,"Hardin County, Ohio",31542,95.1429839578974,0.6562678333650371,1.6390843954092955,0.009511128019783146,121,9726,124.42367138129305,94,9837,89.19080670113934,-0.09656372335798173,0.017953405939851425,48773,1007.90273556231,16.6,1.033434650455927,91,1.094224924012158,0.012440880115155255,0.009555758869574058
39075,"Holmes County, Ohio",43859,97.87272851638204,0.10260151850247384,0.9325338015002622,0.03192047242299186,93,11829,77.66112283504533,84,11634,99.19047333287608,0.03385060705958028,0.01544672619690524,62111,1599.3920972644378,8.9,0.60790273556231,60.5,1.2765957446808511,0.007862033984275933,0.007220216606498195
39089,"Licking County, Ohio",172293,90.58000034824398,3.691386185161324,1.8306025201256,0.10331238065388611,702,58183,166.3693180847959,486,60734,145.03016927522356,0.028352286928267932,0.008516515989404167,62715,1224.3161094224924,26.2,0.48632218844984804,93.6,0.42553191489361697,0.012065379921970334,0.008002107550959923
39097,"Madison County, Ohio",43988,88.64008365917978,5.837955806128944,1.950531963262708,0.2182413385468764,213,15118,145.87666023048376,114,14132,92.52702307974681,0.05457559681697613,0.013666091050095785,65264,1149.5440729483282,16.9,0.790273556231003,93.1,0.6686930091185411,0.014089165233496494,0.00806679875459949
39109,"Miami County, Ohio",104800,92.50954198473282,2.053435114503817,1.6192748091603053,0.11641221374045801,367,35774,372.26502656037945,262,38016,159.8280325850256,-0.00462500912830749,0.009823001037279391,57544,1139.2097264437689,22.6,0.6686930091185411,94.6,0.364741641337386,0.010258847207469111,0.006891835016835017
39121,"Noble County, Ohio",14443,92.31461607699231,5.64979574880565,0.7131482379007131,0.03461884650003462,65,10158,5.809475019311126,40,4122,5.1234753829798,-0.08113549426213006,0.026396549735870883,47456,4522.188449848024,10.3,1.21580547112462,93,1.398176291793313,0.006398897420752117,0.009704027171276079
39131,"Pike County, Ohio",28214,95.27539519387538,1.1022896434394271,1.0703905862337846,0.3863330261572269,187,9862,129.33483676102122,101,9826,308.6138363716054,-0.11236370356680836,0.022188941942571275,43729,1837.082066869301,13.8,1.21580547112462,91.4,0.9726443768996961,0.018961671060636787,0.010278852025239161
39143,"Sandusky County, Ohio",59299,84.66584596704836,2.8314136831987047,9.818040776404324,0.25970083812543215,258,21711,161.69415573854238,151,22412,165.74076143182157,-0.0819539937186996,0.010442123667600285,51701,961.7021276595744,16,0.60790273556231,94.6,0.60790273556231,0.0118833770899544,0.006737462073888988
39147,"Seneca County, Ohio",55475,89.98467778278504,2.5362776025236595,5.036502929247408,0.3010365029292474,208,19903,158.4219050510377,137,19939,198.68945618728742,-0.071956401256235,0.010907706408125507,49936,1313.0699088145896,15.2,0.60790273556231,95.3,0.364741641337386,0.010450685826257348,0.00687095641707207
39159,"Union County, Ohio",55654,89.85877025910088,2.5999928127358323,1.6440866784058648,0.27311603837999066,145,16433,256.84869086682147,97,16814,178.19932659805426,0.1766601862273611,0.015114558639503109,82775,1793.920972644377,33,1.21580547112462,95.4,0.48632218844984804,0.008823708391650946,0.00576900202212442
39169,"Wayne County, Ohio",116208,93.70783422828032,1.4585914911193723,1.9809307448712654,0.2134104364587636,415,38830,172.6665862290675,265,39512,262.1593027149714,-0.03346778840613115,0.008639441562977976,56348,719.7568389057751,21.9,0.60790273556231,87.1,0.48632218844984804,0.010687612670615503,0.006706823243571573
39173,"Wood County, Ohio",129936,88.44892870336166,2.612824775273981,5.474233468784632,0.12005910602142593,436,39253,201.08145115847958,256,41347,119.41000795578233,0.014570901809963722,0.007362890200885573,59789,919.7568389057751,33.1,0.60790273556231,95.6,0.303951367781155,0.0111074312791379,0.006191501197184802
40009,"Beckham County, Oklahoma",22621,75.45201361566686,3.770832412360196,14.46885637239733,1.830157817956766,121,6910,285.47766987979986,87,6715,201.7269193736919,-0.09270034382438508,0.02594098427702662,48725,3260.1823708206684,17.3,1.458966565349544,85.4,1.519756838905775,0.017510853835021708,0.012956068503350708
40019,"Carter County, Oklahoma",48406,70.33219022435236,6.42069164979548,7.069371565508408,7.381316365739784,307,15261,101.53201465547703,152,16458,105.24970308746718,-0.07547993019197208,0.01162650464847576,49216,942.2492401215806,20.6,0.729483282674772,84.6,0.6686930091185411,0.020116637179739206,0.009235630088710657
40031,"Comanche County, Oklahoma",122561,56.48044647155294,15.916156036585864,12.893171563547947,4.471242891294947,486,32865,207.3041244162788,378,34980,117.27638295923012,-0.06981929124618634,0.007790735386318235,52227,918.5410334346504,22.5,0.729483282674772,86.9,0.547112462006079,0.01478776814240073,0.010806174957118353
40043,"Dewey County, Oklahoma",4918,82.59455063033754,0.16266775111834078,7.177714518096788,2.0536803578690526,27,1598,58.35237784358064,22,1637,62.52999280345393,-0.036449147560258674,0.032902731309796915,50037,3387.841945288754,24.5,1.762917933130699,81.6,1.9452887537993921,0.016896120150187734,0.013439218081857055
40053,"Grant County, Oklahoma",4418,88.4336803983703,1.1317338162064283,4.866455409687641,0.7016749660479855,30,1721,58.7260589517124,14,1502,47.73625456610521,-0.02410958904109589,0.019990411768870096,56287,3405.471124620061,23.1,1.762917933130699,92.1,0.8510638297872339,0.017431725740848343,0.009320905459387484
37181,"Vance County, North Carolina",44482,40.01843442291264,49.93705319005441,7.573850096668315,0.2765163436895823,258,13904,179.50974903887533,157,16831,97.56408150543928,-0.2169811320754717,0.019070873961475034,37282,1727.051671732523,12.9,0.9118541033434651,89.5,0.790273556231003,0.018555811277330265,0.009328025666924127
37191,"Wayne County, North Carolina",124002,53.74106869244044,30.25838292930759,11.548200835470396,0.26854405574103646,579,38044,456.319515252197,373,42488,263.91996892997696,-0.12993998297094678,0.00926902383560515,42192,877.2036474164133,19.5,0.6686930091185411,86.8,0.547112462006079,0.01521921985069919,0.008778949350404821
37197,"Yadkin County, North Carolina",37665,84.44709942917828,3.472720031859817,10.938537103411655,0.15398911456259126,178,13237,223.70739817896055,105,13369,184.14668066516975,-0.12616519937856033,0.01669664663686079,42876,1257.7507598784193,11.3,0.8510638297872339,87.8,1.033434650455927,0.013447155699932009,0.007853990575211309
38007,"Billings County, North Dakota",946,92.28329809725159,1.1627906976744187,6.025369978858351,0.5285412262156448,NA,391,72.9297607290741,NA,320,44.45503346079047,0.1974025974025974,0.0568576401024992,92604,22078.419452887538,26.3,3.768996960486322,95.6,1.8237082066869301,NA,NA
38019,"Cavalier County, North Dakota",3824,95.10983263598327,0.10460251046025104,1.1767782426778242,1.2552301255230125,10,1658,28.284271247461902,NA,1407,91.53551223432358,0.1226252158894646,0.028852081947178983,67591,3101.519756838906,21.2,2.006079027355623,95.4,1.2765957446808511,0.006031363088057901,NA
38031,"Foster County, North Dakota",3290,95.47112462006079,0.2127659574468085,1.5501519756838906,1.033434650455927,NA,1388,51.96152422706632,NA,1208,28.284271247461902,0.05138888888888889,0.02996782550885728,60613,3071.12462006079,24.1,1.9452887537993921,93.7,1.580547112462006,NA,NA
38035,"Grand Forks County, North Dakota",70400,84.09232954545455,3.965909090909091,4.1008522727272725,2.3650568181818183,190,19095,186.81207134443963,105,19213,159.4600263388916,-0.05685917590600695,0.013611438118885974,51951,1116.7173252279636,34.5,0.8510638297872339,93.3,0.48632218844984804,0.009950248756218905,0.005465049705928278
38045,"LaMoure County, North Dakota",4100,96.26829268292683,0.5365853658536586,1.4390243902439024,0.1951219512195122,13,1819,126.62938047704412,NA,1650,87.27112924673314,0.02151130722559294,0.025854510196719308,59426,3985.4103343465044,24,1.580547112462006,94.9,1.1550151975683889,0.007146783947223749,NA
38061,"Mountrail County, North Dakota",10152,61.869582348305755,1.1623325453112687,7.525610717100079,26.49724192277384,35,3529,40,21,2952,13.601470508735442,0.12272024729520865,0.02750671458246702,70678,2376.29179331307,20.6,1.519756838905775,84.1,1.762917933130699,0.009917823746103713,0.007113821138211382
38073,"Ransom County, North Dakota",5361,94.66517440775975,0.7088229807871665,1.8093639246409252,0.2238388360380526,25,2062,40,NA,1980,71.08973202931631,0.036755386565272496,0.01812396984946872,61810,2409.1185410334347,19.7,2.006079027355623,97.4,0.729483282674772,0.01212415130940834,NA
38079,"Rolette County, North Dakota",14603,18.468807779223447,0.6231596247346436,0.6368554406628775,77.81277819626104,79,4125,9.486832980505138,44,4269,44.721359549995796,-0.1759379042690815,0.02339322789592956,39884,1772.0364741641338,20,1.21580547112462,74.9,1.519756838905775,0.019151515151515152,0.010306863434059498
38091,"Steele County, North Dakota",1910,97.85340314136126,0.5759162303664922,1.5706806282722514,0,NA,883,85.58621384311846,NA,708,77.28195132112025,0.09764309764309764,0.037366130781977556,65848,2883.2826747720364,27.5,2.613981762917933,94.4,1.3373860182370823,NA,NA
38103,"Wells County, North Dakota",4055,97.80517879161529,0,1.282367447595561,0.14796547472256474,21,1737,87.81372330108775,NA,1572,72.65500670979254,-0.036224489795918365,0.030591330272087935,57989,2555.6231003039516,22.1,1.884498480243161,97.3,0.9118541033434651,0.012089810017271158,NA
39003,"Allen County, Ohio",103642,81.01059416066846,11.777078790451748,2.968873622662627,0.21226915729144555,417,35263,149.01342221424218,292,35765,198.42504882196704,-0.09630707748476701,0.008597874391625291,50552,1007.2948328267477,17.8,0.60790273556231,93.3,0.42553191489361697,0.01182542608399739,0.008164406542709352
39015,"Brown County, Ohio",43679,96.52235628105039,0.773827239634607,0.9615604752856064,0.08928775841937774,247,15484,101.26697388586271,157,16166,202.99322648797914,-0.0992313869450499,0.014298750240903687,52356,1520.3647416413373,14.2,0.8510638297872339,92.5,0.6686930091185411,0.01595195040041333,0.009711740690337745
39027,"Clinton County, Ohio",41896,93.39077716249761,2.02644643880084,1.5633950735153714,0.057284704983769336,190,14474,205.87010467768263,149,15224,180.30876295954116,-0.05088576664630422,0.013941047352177561,51354,1410.9422492401216,18.7,1.033434650455927,94.1,0.42553191489361697,0.013126986320298467,0.009787178139779296
39039,"Defiance County, Ohio",38279,86.53047362783772,1.6170746362235169,9.833067739491627,0.376185375793516,159,13528,113.46805717910216,105,13807,123.99596767637246,-0.009794254913560771,0.013831633883301197,57665,1184.8024316109422,16.7,0.9726443768996961,94.4,0.729483282674772,0.011753400354819633,0.007604838125588469
39047,"Fayette County, Ohio",28645,92.59556641647757,2.035259207540583,2.1120614417873975,0.024437074533077325,153,9578,104.74373489617409,126,10225,158.0624876433368,-0.09722222222222222,0.0177920134039588,46478,1517.3252279635258,16.1,1.094224924012158,92.6,0.790273556231003,0.015974107329296303,0.012322738386308069
35015,"Eddy County, New Mexico",57437,47.55993523338614,1.4293922036318052,48.399115552692514,1.3493044553162596,238,18175,120.5508191593902,158,18089,276.78285712811044,0.01932844243792325,0.015249803678767522,62982,1936.7781155015198,15.9,0.9118541033434651,89.8,0.790273556231003,0.013094910591471802,0.008734590082370501
35027,"Lincoln County, New Mexico",19482,62.49871676419259,0.8264038599733087,32.655784827019815,1.6168771173390821,103,7955,155.88457268119896,61,9045,146.53497875933925,-0.12501599488163787,0.029452053336487354,42267,4212.158054711246,29.3,1.762917933130699,89.8,1.6413373860182372,0.012947831552482716,0.006744057490326147
35028,"Los Alamos County, New Mexico",18356,72.13445195031598,0.19612115929396381,17.629113096535193,0.942471126607104,30,7227,220.78269859751242,28,6822,127.71550414886988,0.361041363816572,0.026762439203164245,115248,4389.057750759878,66.5,1.7021276595744679,96.2,0.790273556231003,0.004151100041511001,0.004104368220463207
35045,"San Juan County, New Mexico",127455,38.70699462555412,0.5586285355615708,20.10042760189871,38.12482837079754,398,38829,117.26572389236337,298,39013,92.78334979941175,-0.09011452682338758,0.010214298388590793,50582,950.7598784194529,15.2,0.60790273556231,85.5,0.547112462006079,0.010250070823353679,0.007638479481198575
35053,"Socorro County, New Mexico",17000,34.6764705882353,0.35294117647058826,49.6764705882353,9.023529411764706,79,5800,66.69895051648115,43,6144,134.09884414117818,-0.2164835164835165,0.02992068092175685,36146,2711.854103343465,21.2,2.066869300911854,88,1.762917933130699,0.013620689655172415,0.006998697916666667
36003,"Allegany County, New York",47025,94.3987240829346,1.3588516746411483,1.5821371610845294,0.2828282828282828,189,16966,73.9509972887452,108,16518,114.96738667987545,-0.1199400299850075,0.008498775468474348,47033,863.2218844984802,20.2,0.60790273556231,93.1,0.547112462006079,0.011139926912648828,0.006538321830730113
36021,"Columbia County, New York",60919,86.62486252236576,4.2088675125986965,4.640588322198329,0.054170291698813176,242,25218,77.22531968208355,155,25096,88.33883630657583,0.033950005942241415,0.011979153808456,63032,1370.212765957447,31.3,0.8510638297872339,95.3,0.42553191489361697,0.009596320088825442,0.006176283072999681
36037,"Genesee County, New York",58112,90.68178689427313,2.149297907488987,3.1817868942731278,0.8621283039647577,214,21981,176.6069081321566,135,21943,125.68313331549305,-0.015244288670241966,0.01180307213001736,59338,1515.501519756839,21.5,0.6686930091185411,95.9,0.364741641337386,0.009735680815249533,0.006152303695939479
36043,"Herkimer County, New York",62505,94.62762978961683,1.142308615310775,2.0942324614030876,0.23998080153587714,238,23369,158.22847404939478,150,23712,128.48151618034402,-0.07781800431192287,0.009966315745584625,51862,1240.7294832826747,21,0.790273556231003,94.1,0.48632218844984804,0.010184432367666568,0.006325910931174089
36057,"Montgomery County, New York",49426,81.86177315582891,1.7359284587059443,13.689151458746409,0.1436490915712378,186,17522,146.3471899286078,116,17770,96.93425607080297,-0.10729722857869312,0.012418564757720697,45837,1683.8905775075987,17.5,0.790273556231003,93.4,0.60790273556231,0.010615226572309098,0.006527855936972426
36069,"Ontario County, New York",109472,90.02119263373282,2.2864294066062554,4.6203595439929845,0.20461853259280913,381,40468,264.12355063492544,257,42270,243.69037732335676,0.06110283159463487,0.008570052333137436,63359,1065.6534954407296,34.5,0.6686930091185411,96,0.24316109422492402,0.009414846298309775,0.006079962148095576
36083,"Rensselaer County, New York",159431,83.56718580451731,5.895340303955943,4.798314004177356,0.05080567769128965,566,55295,224.44097219536366,345,58475,225.79858281220456,0.06195498969998296,0.009804506825923072,65851,1079.0273556231002,30.1,0.547112462006079,95.7,0.24316109422492402,0.010236006872230762,0.005899957246686618
36095,"Schoharie County, New York",31364,93.44471368447903,1.5049100879989796,3.0990945032521364,0.15623007269480935,117,12237,113.74313166077326,65,12550,87.43569065318808,-0.03304403216816625,0.012986167165334362,53989,1435.258358662614,22.3,0.9118541033434651,95.8,0.42553191489361697,0.009561166952684481,0.0051792828685258965
36109,"Tompkins County, New York",102962,77.36543579184554,3.698451856024553,5.0076727336298825,0.14568481575726966,215,27945,336.2160763556675,165,30820,328.0472526938764,-0.0028734170777602605,0.011562722807030988,58743,972.644376899696,52.7,0.9118541033434651,96.3,0.303951367781155,0.007693684022186438,0.0053536664503569115
36121,"Wyoming County, New York",40565,89.9075557746826,4.215456674473068,3.2540367311721927,0.5398742758535684,136,15750,303.2634992873359,99,14120,91.09061422561602,-0.04192222573506165,0.011582532251339546,57914,1167.7811550151976,16.5,0.729483282674772,95.8,0.364741641337386,0.008634920634920634,0.007011331444759207
36123,"Yates County, New York",25009,94.70990443440361,0.8277020272701827,2.1952097244991804,0.0639769682914151,81,9019,74.37237390321758,55,9927,93.64160400164022,-0.03710266917709602,0.021008730478881483,54343,2056.5349544072947,24.4,1.033434650455927,81.2,1.1550151975683889,0.008981040026610489,0.00554044525032739
42013,"Blair County, Pennsylvania",123842,94.6706287043168,1.5794318567206602,1.2176805930136787,0.031491739474491694,556,44409,307.29057909412063,370,47053,186.88900449197115,-0.11023728813559322,0.007297782834805855,47969,880.8510638297872,20.8,0.547112462006079,94.7,0.303951367781155,0.012519984687788512,0.00786347310479672
42015,"Bradford County, Pennsylvania",61304,95.9790552003132,0.4208534516507895,1.4354691374135455,0.060354952368524076,232,23309,124.5792920191795,152,23171,92.00543462209176,-0.06355795582782525,0.007904590169479062,51457,812.7659574468086,17.8,0.729483282674772,93.2,0.48632218844984804,0.009953236947101977,0.006559924042984765
42021,"Cambria County, Pennsylvania",134550,92.8130806391676,3.151244890375325,1.579338535860275,0.046822742474916385,675,52457,152.80297771967665,446,53199,52.5,-0.12292007817864878,0.006376222656280015,45901,652.887537993921,21.4,0.42553191489361697,95.4,0.24316109422492402,0.012867682101530777,0.008383616233387845
42031,"Clarion County, Pennsylvania",38827,96.06201869832849,0.9529451155124011,0.8602261313003837,0.2137687691554846,153,13807,74.47314952383846,71,14010,128.73422233423406,-0.13283619817997977,0.009765442079258183,45625,841.3373860182371,22.7,0.790273556231003,92,0.60790273556231,0.011081335554428914,0.005067808708065668
42047,"Elk County, Pennsylvania",30608,97.4483795086252,0.5227391531625719,0.7873758494511239,0.24830109775222164,120,13005,174.2699056062176,69,12061,60.13526419664256,-0.05820645443286953,0.012692758808768462,51112,1342.857142857143,18.6,1.033434650455927,96.9,0.364741641337386,0.00922722029988466,0.005720918663460741
42063,"Indiana County, Pennsylvania",85755,93.94554253396304,2.117660777797213,1.2908868287563406,0.22855810156842166,319,30503,164.18358626854268,179,30289,238.2435728409058,-0.10624926236279948,0.009130076265703262,46877,888.7537993920972,22.6,0.60790273556231,91.3,0.48632218844984804,0.010457987738910927,0.005909736207864241
42069,"Lackawanna County, Pennsylvania",211454,85.83427128358886,2.5830677121265144,7.127318471156848,0.04965618999877042,922,72698,19.589538024159733,578,77106,72.68940775656382,-0.07731911160363855,0.005865344161647199,50875,696.048632218845,27.7,0.547112462006079,95,0.24316109422492402,0.012682604748411236,0.007496174097994968
42087,"Mifflin County, Pennsylvania",46362,96.00103533065872,0.7786549329192011,1.501229455157241,0.1574565376817221,198,15835,161.2218967758412,112,16207,148.29447056448194,-0.09736042735937991,0.012762668696875023,47526,1098.4802431610942,12.5,0.60790273556231,87.5,0.9118541033434651,0.012503946952952321,0.006910594187696674
42093,"Montour County, Pennsylvania",18294,91.69673116868918,1.7546736634962283,0.9347326992456543,0.032797638570022956,71,6710,163.39369632883637,62,7213,113.46254888728703,0.0014701951349906442,0.020818612504008197,57183,2852.887537993921,32.8,1.580547112462006,94.6,0.729483282674772,0.010581222056631893,0.00859559129349785
42105,"Potter County, Pennsylvania",16937,96.62277853220759,0.401487866800496,1.2871228670957076,0.18893546672964515,73,6651,68.59300255857006,43,6726,50.830601019464645,-0.1422658286064694,0.012100784000934563,42821,953.1914893617021,15.5,0.6686930091185411,92.8,0.547112462006079,0.01097579311381747,0.0063931013975617006
42113,"Sullivan County, Pennsylvania",6177,92.87680103610167,2.9949813825481626,2.1693378662781284,0.2590254168690303,41,3095,52.91502622129181,16,2848,40.078048854703496,-0.0782800441014333,0.019384401537010876,47346,2006.6869300911853,17.3,1.2765957446808511,91.4,1.3373860182370823,0.013247172859450727,0.0056179775280898875
